id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4874596375595454,MviAJntDg,6576543683,向往七月pro,萧山租房杭州租房#杭州租房#2号线飞虹路地铁站奥体国际村整租loft两室一厅民用水电家电齐全拎包入住近联合中心民企大厦诺德博地中心L向往七月pro的微博视频,,杭州·奥体国际村C座,,杭州租房,0,1,0,2023-03-01 21:36,杭州租房超话,,"http://f.video.weibocdn.com/o0/2aOpmidAlx083xdK7hpu01041200g3Cz0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1692963706&ssig=pcGulQz%2Br5&KID=unistore,video",
4874595553778123,MvizpfQRt,7585292516,奶甜小酥肉,龚俊|#龚俊我要逆风去#|#龚俊徐斯#白手起家，脱颖而出。商战精英，民企情怀。龚俊@龚俊Simon饰演的徐斯是我要逆风去的那阵风，吹散了商业的烟雾缭绕，吹开了爱情的沉寂心门。,,,龚俊Simon,"龚俊我要逆风去,龚俊徐斯",0,3,1,2023-03-01 21:33,龚俊超话,,,
4874594270057220,Mvixl0eSU,7417805262,我有二缸酒,可能是年景不好，也可能是新旧交替我们是旧，总之甲方裁了好些供应商的人，猝不及防的，我那个不pua人的pm成为了其中之一，后面我这边要接的活的范围就会增加，钱也不会多，就很有挑战。本来就想躲在管事的人后面混日子，现在看起来不好混了，不好混也得混吧，得过且过了。有时候明天怎样真的很难预测，我这份工作一直伴随很多猝不及防，猝不及防民企退出（好事），被找茬（不好），被拉去出差（好事），被半转岗（好坏参半）。也可能会被裁，这倒也没什么，赔偿到位还是挺不错，好过吊着又忙又要做些写不进简历的活。稳定与我无缘咯,,,,,0,0,0,2023-03-01 21:28,iPhone客户端,,,
4874588577865173,Mvio9x05D,6501926801,黄果树宣传,【#全国两会代表委员风采#丨李瑶委员：为推动民营经济发展贡献智慧和力量】到贵州省地方金融监管局座谈交流，带队赴贵州省中小型企业服务集团调研……2月以来，住黔全国政协委员、民建贵州省委主委李瑶调研活动密集，积极为今年参加全国两会建言资政作准备。#2023全国两会看贵州#“民营经济是国民经济发展的重要支撑，中共二十大报告再次重申坚持‘两个毫不动摇’和促进‘两个健康’，必须进一步抓好贯彻落实，发展壮大民营企业。”李瑶表示。李瑶在贵州工作了十年，不论是过去在国家部委、贵阳综合保税区、省政府金融办工作期间，还是这几年在民建贵州省委主委任上，她都持续关注民营经济发展特别是民营企业融资相关问题。近期，李瑶深入百家民建会员企业调研，发现民营企业融资仍存在一些误区亟待澄清和破解。“民营企业融资面临的不是资金荒而是项目荒，不是缺资金而是缺信用，不是缺支持政策而是缺落实，不是缺金融产品而是缺优质高效的服务。”“这几年新冠疫情对民营企业发展影响较大，有些企业举步维艰，发展信心不足，融资难融资贵问题突出，需要政府有关部门和社会各界更加关心关注，大力提供支持。而民营企业自身也存在规模小、自身管理不规范等问题，亟待改进提升。”她认为，民营企业融资难、融资贵是老问题，老问题要有新解，必须推出有针对性的新举措破解这些难题，通过立法、松绑、纾困、正名等手段，促进民营企业健康发展。担任新一届全国政协委员，李瑶深感肩上责任重大、使命光荣。“有了更大的参政议政平台，我将更加积极为推动民营经济发展贡献智慧和力量。”她告诉记者，今年参会，将重点聚焦大力提振民营企业家干事创业信心提出建议，希望国家继续打破针对民企的各种形式的市场准入不合理限制和隐性壁垒，加大对民营企业纾困帮扶力度，增强民营企业获得感，让民营企业为经济社会高质量发展贡献更大力量。（贵州日报天眼新闻记者向颖羿）L贵州日报官微的微博视频,,,,"全国两会代表委员风采,2023全国两会看贵州",0,0,1,2023-03-01 21:05,微博视频号,,"http://f.video.weibocdn.com/u0/Z7EQ9YUjgx083uOADWfe01041200ldgF0E010.mp4?label=mp4_hd&template=654x368.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1692963919&ssig=biMqZ2pf45&KID=unistore,video",
4874587805852078,MvimUoyom,2101087653,胡顺中,#董明珠建议统一五险一金标准#主要是国企相对于绝大多数民企福利过于优越，体制内相对于体制外过于优选，这造成了社会的很大的不公平。,,,,董明珠建议统一五险一金标准,0,2,1,2023-03-01 21:02,守得创投HarmonyOS设备,,,
4874585486397583,MvijaqQiP,1458027943,曹同军,仝君百强民企画像：头部亮眼，东部聚集，五成为制造业#中国民营企业百强排行榜2023#,,,,中国民营企业百强排行榜2023,0,0,0,2023-03-01 20:53,仝君超话,['https://wx2.sinaimg.cn/large/56e7bda7gy1hbknit1vjij20k51wgtyt.jpg'],,
4874585121755127,MviiA7mAv,1765373140,福布斯中文网,【禹洲集团林龙安：#建议将优质民企列入可增信名单#，帮助完成债券发行】据澎湃新闻，今年两会期间，港区全国政协委员、禹洲集团创始人林龙安提交三份提案，包括《关于做好支持中小民营企业平稳健康发展的提案》等，林龙安提出三条建议︰一是在实际风险可控的范围内将民营企业、地产开发企业列入白名单。二是将经营较好、债务结构合理的优质民企列入可增信名单，通过帮助企业信用增进完成债券发行，让其能够在公开市场发债。三是以政策改善中小民营企业营商环境。L凤凰网财经的微博视频,,,,建议将优质民企列入可增信名单,0,0,3,2023-03-01 20:52,微博视频号,,"http://f.video.weibocdn.com/o0/yz8IhtL6lx083wI3ho5y010412003Pnz0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1692963919&ssig=oKqKQ1bUV8&KID=unistore,video",
4874583637235817,MvigbummJ,1455232643,西安网络广播电视台,【发布会：#阎良空天一体吸引更多专精特新企业卡位入链#】今天（3月1日）下午，#西安#市委宣传部、市政府新闻办举行“贯彻落实党的二十大精神全力推动西安高质量发展”系列新闻发布会。发布会上，阎良区委书记、航空基地党工委书记、航天基地党工委书记牛恺介绍↓过去一年，阎良区（航空基地）11项指标实现两位数增长，3项指标增速超过100%，9项指标增速区县前三。首批入选“工信部先进制造业”优胜集群。85个重点项目完成投资208亿元。全省三季度高质量项目成效评价，在107个区县中排名第一。航天基地11项指标实现两位数增长，4项经济指标排名开发区前二。工业产值增长31.5%，三年翻倍，达到684亿元。工业增加值增长20%，增速连续三年位居全市前两名。工业增加值占GDP比重达到40%，被评为陕西省“亩均论英雄”综合改革评价领跑者园区。航空基地新建、改扩建中小学、幼儿园8所，新增学位3402个。新中医医院一期基本建成，1所三甲医院、4家二级医院持续提升；航天基地建成投用中小学、幼儿园5所，公办学位总数达到1.7万个，5所社区卫生服务中心建成投用。2023年，阎良区、航空基地、航天基地，成立央企服务专班，建立常态对接机制，全力加快强链补链，发挥央企“链主”集聚优势，推动公共实验、生产集成“双平台”建设，壮大空天部件制造集群，坚持“人城产”，覆盖航空航天全链条，构建“门对门”产业配套。引人才。建立“空天银晖专家库”，入库220名退休人才，发挥老专家、老学者、老工匠作用。帮助企业解决技能型人才问题。实施“1+15+15”招才引智行动，1场“人才峰会”，15场“英才航空行”，15场“企业校园行”，让人才活水源源不断涌入。用“增绿色、兴活力、添时尚”全力增进民生福祉，城区主次干道，绿带扩面、铺装更新、辅道扩宽、慢行串联、照明达标；建设1个全民健身中心、3条运动廊道、42个运动小广场，做到“处处有场地、天天有活动”；加快推进城市“微更新”。最后牛恺介绍到↓加快重点实验室建设，加强民企、央企技术对接，搭建沟通桥梁，推动成果转化。上半年，携手驻区单位，办好航空供应链大会，吸引更多“专精特新”企业“卡位入链”。年底前，建成部件集成交付中心，加速更多链上企业就地配套；结合“驻企大实践”，分批分类，组织民营企业外出，推介制造能力，促进交流合作；全力培优扶强。持续推动科技企业“登高、升规、晋位、上市”，助推技术产品升级，力促“双链深度融合”。#国考#L西安广播电视台的微博视频,,,,"阎良空天一体吸引更多专精特新企业卡位入链,西安,国考",0,0,0,2023-03-01 20:46,微博视频号,,"http://f.video.weibocdn.com/o0/leNDE4O2lx083x73vhpu010412002v1o0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1692963919&ssig=QtGeYx16LU&KID=unistore,video",
4874583621240335,Mviga5cFp,2618630987,西安网,【发布会：#阎良空天一体吸引更多专精特新企业卡位入链#】今天（3月1日）下午，#西安#市委宣传部、市政府新闻办举行“贯彻落实党的二十大精神全力推动西安高质量发展”系列新闻发布会。发布会上，阎良区委书记、航空基地党工委书记、航天基地党工委书记牛恺介绍↓过去一年，阎良区（航空基地）11项指标实现两位数增长，3项指标增速超过100%，9项指标增速区县前三。首批入选“工信部先进制造业”优胜集群。85个重点项目完成投资208亿元。全省三季度高质量项目成效评价，在107个区县中排名第一。航天基地11项指标实现两位数增长，4项经济指标排名开发区前二。工业产值增长31.5%，三年翻倍，达到684亿元。工业增加值增长20%，增速连续三年位居全市前两名。工业增加值占GDP比重达到40%，被评为陕西省“亩均论英雄”综合改革评价领跑者园区。航空基地新建、改扩建中小学、幼儿园8所，新增学位3402个。新中医医院一期基本建成，1所三甲医院、4家二级医院持续提升；航天基地建成投用中小学、幼儿园5所，公办学位总数达到1.7万个，5所社区卫生服务中心建成投用。2023年，阎良区、航空基地、航天基地，成立央企服务专班，建立常态对接机制，全力加快强链补链，发挥央企“链主”集聚优势，推动公共实验、生产集成“双平台”建设，壮大空天部件制造集群，坚持“人城产”，覆盖航空航天全链条，构建“门对门”产业配套。引人才。建立“空天银晖专家库”，入库220名退休人才，发挥老专家、老学者、老工匠作用。帮助企业解决技能型人才问题。实施“1+15+15”招才引智行动，1场“人才峰会”，15场“英才航空行”，15场“企业校园行”，让人才活水源源不断涌入。用“增绿色、兴活力、添时尚”全力增进民生福祉，城区主次干道，绿带扩面、铺装更新、辅道扩宽、慢行串联、照明达标；建设1个全民健身中心、3条运动廊道、42个运动小广场，做到“处处有场地、天天有活动”；加快推进城市“微更新”。最后牛恺介绍到↓加快重点实验室建设，加强民企、央企技术对接，搭建沟通桥梁，推动成果转化。上半年，携手驻区单位，办好航空供应链大会，吸引更多“专精特新”企业“卡位入链”。年底前，建成部件集成交付中心，加速更多链上企业就地配套；结合“驻企大实践”，分批分类，组织民营企业外出，推介制造能力，促进交流合作；全力培优扶强。持续推动科技企业“登高、升规、晋位、上市”，助推技术产品升级，力促“双链深度融合”。#国考#L西安广播电视台的微博视频,,,,"阎良空天一体吸引更多专精特新企业卡位入链,西安,国考",0,0,0,2023-03-01 20:46,微博视频号,,"http://f.video.weibocdn.com/o0/leNDE4O2lx083x73vhpu010412002v1o0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1692963919&ssig=QtGeYx16LU&KID=unistore,video",
4874582190982058,MvidR47tE,7796101660,一个过往之人的自述,送民企还我钱我草泥马,,,,,0,0,0,2023-03-01 20:40,iPhone,,,
4874575832416560,Mvi3Ba8EM,7072228400,大风吹奏,#建议每周单休月末连休5天#休假方面当前最突出的问题是大量民营企业普遍不执行8小时工作制和周末双休日。连基本工时制度都不落实，还谈啥休假？有没有代表把这个问题摆在台面上？不管是国有经济还是民营经济，首先必须是依法经营的经济。连法律都不遵守，还天天谈保护，保护违法吗？大量民企违法压榨劳动人民，人民如何支持民营经济发展？,,,,建议每周单休月末连休5天,16,35,239,2023-03-01 20:15,微博仅供参考,,,
