编号,id,微博正文,发布时间,情绪
13,4370486811368432,我现在考虑的是，如何看待香港几十年产业发展经验，并从中找到新的发展思路。1960年代，香港人干什么最赚钱？做裤子出口。但做了十几年后，香港不做了。厂老板也聪明，把工厂设备拉到深圳东莞，又抓到了二十年红利。我们现在也面临类似的问题，年轻人不去制造业了，且普遍看不起制造业。做裤子？滚，坚决不去。老子是三本，没工作也要考事业编！为什么？很简单。制造业太穷了，给不起钱。制造业不是一直都穷的。2008年以前，制造业曾经是超级辉煌的。当时出现了很多微小细分行业的小冠军，例如吸管大王，纽扣大王。沿海农民工工资和武汉长沙等中部地区的事业编教师基本差不多的。但是，现在差距越来越大。不能说小老板抠门，其实他们也基本到底了。我们的出口比例，大概是民企45%，外企45%。外汇对于我们是非常重要的。石油，粮食，说白了就是外汇。现在还有几个人种地？85后的农民，也一大把年纪了，大概没有见过蚂蟥吧？年轻人对一般制造业不感兴趣了。单靠几个超级大佬做做高科技，能不能维持这么庞大的外汇收支？我也不敢多说，希望专家告诉我。建议：民企几十年经营形成的优质产业链，还是有一点价值的，不能轻易的放弃。现在民企有困难，国企是不是发扬老大哥精神，适当拉一把。不要一搞环保，老大哥就涨价了！让民企多赚点余钱，也不是不可以啊。,2019-05-10 19:45:00,"(discontent,0.4),(pessimism,0.3),(confusion,0.2),(economicanxiety,0.1)"
14,4367267662206788,现在很多优秀民企，无法产业升级，是因为不敢借钱。一旦借钱，建立标准化厂房，买了先进机器设备，一般最少要5年才能回本钱。但是，银行信贷紧缩，一年后就来逼债，那就直接破产了。所以，与其冒这种破产风险，不如混混小日子。至少目前还有利润。转财上海,2019-05-01 22:33:00,"(frustration,0.3),(caution,0.2),(sarcasm,0.1)"
15,4366885484757534,#唐山##唐山征婚##唐山相亲##唐山单身#唐山征婚[超话]#编号6879男85私企民企-未婚路北,2019-04-30 21:14:00,"(anger,0.5),(frustration,0.3),(sadness,0.2)"
16,4366880850335111,【电费还能讨价还价？企业做了这件事电费怒减600万】一民企因参与了电力交易改革，跟电厂直接签购电的合同，2019年预计将节约电费600万元。据悉，江苏省发电企业都可以进驻这个平台，符合准入条件的用户也可以在平台进行注册，双方进行自由交易撮合、自由买卖。#黄金时间#L荔直播的秒拍视频,2019-04-30 20:56:00,"(anger,0.4),(satisfaction,0.3),(surprise,0.2),(excitement,0.1)"
17,4368648615439733,《“北城群团繁星行动”品牌活动启动啦！》近日，由城北区群团服务联席办公室牵头，各群团组织倾力打造的群团改革服务品牌---“北城群团·繁星行动”主题活动启动啦！启动仪式上，各级领导为组建的“工匠之星”、“青年之星”、“巾帼之星”、“自强之星”、“民企之星”、“科普之星”“天使之星”、“夕阳红之星”8支群团服务队授旗，3支服务队负责人作了表态发言。随后，淅沥的春雨没有影响大家的热情，群团服务队员们满怀“流动小分队，服务大舞台”的信心，整装待发。“工匠之星”、“科普之星”服务队前往城北区图书馆，开展“北城群团走进隆聚物业”主题活动，为隆聚物业的职工群众宣讲工匠精神、做消防安全知识专题讲座。“自强之星”、“天使之星”服务队前往中海宏洋建筑工地，开展“北城群团走进中海河山郡建筑工地”主题活动，为农民工进行义诊、按摩、理发等服务。今年，我区按照“党建带动群建，群建服务党建”的基本思路，以“增三性”、“去四化”为目标，以活动为载体，以创新为动力，以“北城群团·繁星行动”品牌活动为契机，把工会、共青团、妇联、科协、残联、红十字会等群团组织动员起来，按照群团组织“资源共享、阵地共建、活动共办、品牌共创”的“四联手”机制，启动“221”工作法（即“两周一进”：每两周进一次企业或社区、车间、班组、居民楼院、建筑工地等；“两月一联”：每两个月联合各群团组织、辖区各“群众之家”，开展品牌或主题服务活动一次）。组织广大群团干部深入辖区楼院、“两新”组织、企业、建筑工地等察民情、解民忧，开展困难帮扶、心理疏导、权益维护、集中服务等活动。通过品牌活动将各群团组织紧紧的凝聚起来，延长服务手臂、丰富服务内涵，打通联系服务群众的最后一公里，更好地服务广大职工群众，推动城北区群团改革向基层深入，以优异成绩喜迎新中国成立70周年和青海西宁解放70周年。,2019-05-05 18:00:00,"(happiness,0.6),(excitement,0.3),(proud,0.1),(optimistic,0.1)"
18,4371575862340501,今日，河北电影制片厂与中都影视传播有限公司战略合作暨电影《雄安之恋》签约启动仪式，在北京中都影城举行。河北影视集团董事长、党委书记王胜君，河北影视集团副总经理、河北电影制片厂厂长靳国栋，中都影视传播有限公司执行总裁兼总经理李宗勋，华夏电影发行有限责任公司常务副总经理黄群飞，中国电影发行放映协会副会长、北京电影协会会长刘洪鹏，中央新影集团媒体部副主任宋志芬等出席了签约仪式。秉着“平等互利、优势互补、友好合作、共同发展”的宗旨，河北电影制片厂、中都影视传播有限公司共同签署了战略合作协议。此后双方将在项目开发、影视制作、宣传发行、版权经营、品牌宣传等多方面展开广泛而深度的合作，并充分发挥各自的品牌优势及资质资源优势。王胜君指出，此次与中都影视的签约并不是简单的一次形式上的签约，而是国企与民企之间在影视文化领域关于携手、创新、共赢等方面深度合作的探索。靳国栋表示，电影厂与中都影视在电影制作、发行和放映渠道中各自的行业优势和渠道资源，资源匹配度高，品牌协同效应强，强强联合必能产生1+1大于2的共赢效应，双方在观念和手段结合、内容和形式上进行深度合作和创新，为人民群众奉献更多具备精神高度、文化内涵和艺术价值的文艺精品。现场，还举行了院线电影《雄安之恋》的启动仪式，该片由河北影视集团有限公司、河北电影制片厂、中都影视传播有限公司共同组织创作，预计于2020年底与观众见面。,2019-05-13 19:52:00,"(happiness,0.6),(gladness,0.3),(excitement,0.1)"
19,4443725121522402,【打击虚假诉讼，护航民企发展见实效】“感谢检察机关，让我们这个停产5年、濒临倒闭的小微民企重获新生。”11月26日，通辽宏图包装有限公司向内蒙古自治区通辽市检察院赠送锦旗，表达了民营企业对检察机关切实保护民营企业合法权益的感激之情。这背后发生了怎样的故事？戳→O整改进行时丨打击虚假诉讼，护航民企发展见实效,2019-11-28 22:08:00,
20,4369418462781459,【三个维度把握国企改革主题机会】国企混改、股权激励、民企重组国企对标的公司的盈利能力释放具有显著效果：中国联通进行混改及股权激励后盈利显著改善，2018年扣非净利创历史新高。沈飞集团资产被注入中航黑豹后，后者股价半年内上涨超过3倍。民营企业鱼跃集团获取原央企万东医疗控制权后，长期微利的万东医疗盈利大幅增长。而高新技术产业较大规模的资产注入也将对股价有明显的促进作用。（民生证券杨柳/程越楷/袁萍发布时间：2019年5月7日）O网页链接,2019-05-07 21:00:00,"(happiness,0.4),(excitement,0.3),(optimism,0.2),(satisfaction,0.1)"
21,4371622448092125,金融支持民企政策持续加码地方措施细则接连出台点击可查看更多O网页链接,2019-05-13 22:57:00,"(positive,0.8),(neutral,0.2),(informative,0.1)"
22,4367554515008696,民企再出发创新去圆梦L《对话》20190113民企再出发创新去圆梦,2019-05-02 17:33:00,"(positive,0.8),(excitement,0.2),(optimism,0.1)"
23,4371942758491964,失业潮有多可怕？2008年，美国次贷危机引发，进而演变成全球经济危机，那年，农民工返乡比往年早了很多，企业开始出现倒闭，很快变成成蔓延趋势。2009年，4万亿横空出世，大项目赶快上，失业很快就被房地产基建给吸纳。最近二十年，能称得上失业大潮的，也就1998年那次了。国企亏损，民企批量倒闭，1998年亚洲金融危机冲击之下，国企工人下岗，几千万人失业，98年洪水天灾，农产品涨价，失业又遇生活成本上升，生存艰难。有人南下打工，七八年没回家。甚至家庭主妇为了家庭生存，堕入红尘。失业潮是可怕的，我们这代对失业潮的感受还太肤浅，基本都是从史料中来的，感受不够深刻。美国也有失业潮，1929年美国股市崩盘，也是惨的一比。失业潮，大家都不愿经历。#合肥楼市##合肥身边事##合肥爆料#,2019-05-14 20:10:00,"(fear,0.4),(sadness,0.3),(anxiety,0.2),(anger,0.1)"
24,4371864203484421,猎头公司，成员全部由前世界500强猎头公司组成，70%日企，30%欧美和央企国企民企大集团招聘猎头（可实习生或寻访员R开始)，对猎头行业有较强烈热情及兴趣，猎头经验或寻访员（Researcher经验）者佳无可培养，实习生一周需能保证三天出勤。会日语者优先无也可。工作地点：静安寺。简历请selina_zhong@sagepowerhr.com。,2019-05-14 14:58:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
25,4367520389930861,【政策落地轻装快跑——民企培训班听心声（上）】4月22日至29日，省委统战部、省工商联在湖北红安干部学院，分两期举办“聚焦主业实业、心无旁骛谋发展”专题培训班，对全省300名民营企业家进行培训。O网页链接,2019-05-02 15:17:00,"(seriousness,0.8),(professionalism,0.2),(dedication,0.1),(informativeness,0.1)"
26,4367232542900166,儿子在吐槽成绩不如他的同学都因为家庭助力因素比他有更好的前程。我茗了一口1.8折瑞幸咖啡准备思考人生，为什么同学爸爸中成功的企业家比我认识的民企老板都多?,2019-05-01 20:14:00,"(anger,0.4),(frustration,0.3),(envy,0.2),(sadness,0.1)"
27,4371882684376159,为中国民企华为点赞！！！【澎湃新闻：华为与三星专利侵权纠纷系列案在广东调解结案，达成全球和解】(分享自@澎湃新闻)#我读澎湃#O华为公司与三星公司专利侵权纠纷系列案在广东调解结案,2019-05-14 16:12:00,"(joy,0.45),(pride,0.35),(satisfaction,0.15),(excitement,0.05)"
28,4369759187216722,#微信群下班不许发工作消息#看了一下新闻，大多数网友，可能兴奋过早了。人家这个规定，规范的是香洲区直各单位、各镇街等单位，属于我们常说的“机关单位”。也就是说，只有香洲区的区直单位、镇政府、街道办这些单位，会实施这一规定，至于其他国企、民企等等，怕是管不到的。其实在之前就有出现过关于微信群回复慢被开除的信息，去年7月的一天，晚上22点23分，公司负责人在工作群里要求10分钟内上报当月营业额，不发就辞退。还在孕期的王小姐因已入睡未及时回复。10分钟过后，负责人在微信工作群通知王小姐她被辞退，并拒绝向王小姐支付上月的工资。愤怒之下，王小姐向劳动争议仲裁委员会提起仲裁，要求单位支付违法解除劳动合同的赔偿金、未签订书面劳动合同双倍工资等。最终，在律师的帮助下，王小姐拿到了18000元的赔偿金。微信包括各种社群聊天软件，已经成为了大家沟通联系了一部分，如何明确的区分生活工作的关系确实很难，所以也希望企业能有一个良好的企业文化，有效的高效沟通，同时也能理解员工的生活。那么下班后拒绝在群里发关于工作的信息，你同意吗？如果同意请点赞转发！,2019-05-08 19:33:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
29,4371604702616890,浙江民企形态嬗变：从“块状经济”到“塔式经济体”点击可查看更多O浙江民企形态嬗变：从“块状经济”到“塔式经济体”,2019-05-13 21:47:00,"(curiosity,0.3),(excitement,0.2)"
30,4371848689254678,浙江民企形态嬗变：从“块状经济”到“塔式经济体”点击可查看更多O浙江民企形态嬗变：从“块状经济”到“塔式经济体”,2019-05-14 13:56:00,"(curiosity,0.3),(excitement,0.2),(anticipation,0.1)"
31,4370530402053468,一财宝宝第三方替代中国出口，有多难？2018年，中国对美出口3.16万亿人民币。一，工人数量假设工资占出口额的20%。这个数据是经验值。民企大大超过20%，例如圣诞球，基本60%成本是工资。外企低于20%，例如加工手机，工资可能是5-10%。咱们就笼统算个大概，20%。对美出口中，工资总额是6000亿人民币，按照人均6万的成本，大概有1000万熟练劳动力，在从事对美出口。二，基建配套港口，道路，电力，水资源，工业房产，宿舍。没有几十万亿美元做不起来。三，成熟的产业链不要以为制造业简单，你把一个打火机拆开来看，大概是20个零件。这就有几十个分工了。缺一个也不行。建立成熟的配套，东南亚肯定是有个缓慢的过程。四，技术人员队伍没有十年到二十年的基础教育，那是不可能的。五，工作文化中国员工，只要奖金到位，勤奋程度肯定是世界第一。这在东南亚，墨西哥，北非，是不现实的。六，日韩会被连累衰退日韩，享受了中美贸易最大的顺差。结论：关税在短期内，影响不大，但中长期是个挑战。,2019-05-10 22:38:00,"(optimism,0.4),(challenge,0.3),(confidence,0.2),(pessimism,0.1)"
32,4369062367198435,“雨天不收伞”银行探索服务民企“三部曲”O“雨天不收伞”银行探索服务民企“三部曲”,2019-05-06 21:25:00,"(joy,0.4),(curiosity,0.3),(surprise,0.3)"
33,4368725307723127,日常跟家人聊天沟通，总结一下，民企要想存活，必须要突破，创新转型，应对时代变化，这是规律，一定有一定数量的企业会被淘汰，我爸提前告诉过我，也会有新的企业崛起，尤其5～10年互联网给人们带来生活方式的变化，在互联网潮流中，传统行业的变化是必然的，你不能创新就不能适应！打这么多字有点累，我继续仰望天空吧。,2019-05-05 23:05:00,"(happiness,0.45),(glad,0.3),(welcome,0.15),(excitement,0.1)"
34,4366462796076991,【澄城县委统战部组织开展“丹澄深度合作”学习考察活动】4月22日至26日，澄城县委统战部组织民营企业、民主党派、新的社会阶层等代表人士一行11人，赴江苏省镇江市丹徒区开展“统战领域对口协作、民企发展深度融合”考察学习活动。O网页链接,2019-04-29 17:15:00,"(joy,0.4),(excitement,0.3),(curiosity,0.2)"
35,4371224459701281,华谊、光线等老牌民企在制片业务上发展得比较快速，是因为其所擅长的古装、青春片曾经是市面上最受欢迎的类型片。如今观众口味发生了变化，这些公司在创作上的乏力便有所凸显。观众审美能力越来越高、口味越来越刁钻，影视产业在创新等方面面对的压力和不稳定性会越来越大。从去年开始，因为税收政策的变化等，很多项目纷纷停滞、进入观望状态。今年电影和电视剧剧本的审核异常严厉。环境对影视公司的影响会持续一段时间。今年是政策大年，影视项目的审核不会放松。伴随着市场红利期的结束，在公司业绩高度依赖电影内容的情况下，无论是上游内容公司还是下游影院，一旦没有长期的、稳定的好作品支持，则很容易陷入到危机当中。现在的产业环境下，众影企要想看到业绩反弹，要等到明年之后。想要依靠内容业务在当下实现触底反弹，所要面临的难度不小，所以影视公司必须在内容业务外寻找新的突破口，众影企都在寻求业务模式上的突破、丰富业务线。以现有产业链的溢价能力，做产业链的整合价值不是太大，上游公司需要建立的是持续生产优质内容的能力，上下游协同暂时没有看到太好的模式。留给传统影视行业慢慢思考、探索商业模式的时间已经不多了。互联网行业对影视产业的全面入局，像Netflix一样和电影院抢生意并非是幻想。国内前五十的电影背后有多达三四十家出品方，制作方高度分散、议价能力较弱，下游亦是如此，这种现状不利于产业发展。中国电影行业想要真正健康快速发展，一个有效之路就是兼并重组、做大规模，从量变到质变，才能形成品牌效应。一些在中国电影史上留下过浓墨重彩一笔的民营电影公司，很快将改换门庭或者退出历史的舞台。,2019-05-12 20:36:00,"(urgency,0.4),(caution,0.3),(challenge,0.2),(opportunity,0.1)"
36,4368694081444120,开心！！！！第一次中民企姐妹的抽奖！！非常感动了！！！珉珉的杂志也到了，太好看了吧,2019-05-05 21:01:00,"(excitement,0.8),(joy,0.2),(surprise,0.1),(satisfaction,0.1)"
37,4366561344945771,【在民企做高管需具备的能力】1)、接受不公平的现状，争取逐步公平；2)、短期时间要有可圈可点业绩；3)、充分的耐心；4)、个人专业能力要强；5)、灵活性和敏锐性要强；6)、宽广的心胸和淡定的能力。(在民营企业要能长久，偶看基本已是变形金刚。),2019-04-29 23:46:00,"(ambition,0.4),(urgency,0.3),(patience,0.2),(professionalism,0.1),(flexibility,0.1),(calmness,0.1)"
38,4370550137211629,//應付tradewar比较好的辦法是鼓励民企外移，效仿當年的日本，藏富于海外。本土致力技术突破，有个二三十年，説不定可以和美國坐下来谈一谈。,2019-05-10 23:56:00,"(optimism,0.4),(confidence,0.3),(determination,0.2),(ambition,0.1)"
39,4370470512005008,（极致简化版）短期影响很小民企出口，主要是大路货，物美价廉，劳动密集型。短期内，第三方是不可能替代的。老川加关税，很可能是买卖双方各担一半。至少半年内不太担心。你就算现在去东南亚盖厂房，一年内也无法出货。外企出口，我们就是赚个加工费。老美征老美老欧日韩的，和我没关系。中长期看，有影响。,2019-05-10 18:40:00,"(optimism,0.5),(pragmatism,0.3),(caution,0.2)"
40,4369749863324688,【今日盘面】昨日沪深创分化开盘，开盘后同步震荡反弹。午前沪指低开高走，午后继续震荡反弹，和午间分析一致，突破了一压力2621，逐步回补2633附近的缺口，最终剩一个点没有回补。创业板指最强，涨幅超3.4%，沪深主板紧随其后。创业板指强势，是受近期大力支持民企的利好消息影响。涨跌家数比3385:1...全文：O网页链接,2019-05-08 18:56:00,"(happiness,0.6),(glad,0.3),(excitement,0.1)"
41,4369739704228644,这工作节奏，接近民企了,2019-05-08 18:16:00,"(stress,0.7),(frustration,0.3)"
42,4366815901501361,国际劳动节，劳动光荣，在我市的国营、事业单位、政府部门工作的劳动者不但享有假期，还有一千多元的节日补助。希望各民企，也发给劳动者节日补助。希望工会组织，敢于为在民企工作的工人争取权益。,2019-04-30 16:38:00,"(joy,0.45),(gratitude,0.35),(hope,0.2)"
43,4369788240694026,【半年来新高4月进口增速超10%】外贸数据如期而至，出乎市场预期，4月我国进出口表现分化明显。海关总署5月8日公布数据显示，4月进口增速远超预期，创下了6个月来的新高，而出口增速则呈现大幅回落。总体而言，前4个月进出口总值突破9万亿元，其中，一带一路沿线国家以及民企成为稳外贸的重要支撑。O半年来新高4月进口增速超10%,2019-05-08 21:29:00,"(joy,0.4),(surprise,0.3),(optimism,0.2),(pride,0.1)"
44,4444084750309367,记得爆红的流浪大师沈巍吗？他就是一个公务员，虽然请了病假，但每个月依然都是领工资的。。。政府低效，将影响社会进步。日本民企职工也求下班。。。实则，技术进步下，也许上下班状态应该从新定义。。。这也有很多商机#日本大阪强制公务员下班#,2019-11-29 21:57:00,"(happiness,0.4),(frustration,0.3),(satisfaction,0.2),(confusion,0.1)"
45,4369056616784882,吃人的嘴软，拿人的手短。//【天津市药监局原局长郭成明被问责：接受民企宴请】O天津市药监局原局长郭成明被问责：接受民企宴请,2019-05-06 21:02:00,"(anger,0.8),(frustration,0.2),(sarcasty,0.1)"
46,4366473163882790,根据这两年的行业情况，，，我越来越感觉到国家经济走向是:国企负责大而强，，和国际垄断资本竞争。民企负责小而美，，和国际创新家族竞争。中国有14亿个996，，再用20年，复兴。我们可能是中国历史上最幸运的一代人。手握房本，大步向前。,2019-04-29 17:56:00,"(happiness,0.45),(optimism,0.3),(pride,0.2),(ambition,0.05)"
47,4444476892082040,#pitd互助#虐虐，这是一个求助帖，我头发都愁秃了。没去看过医生不过应该是已经抑郁了，爱情vs面包的灵魂拷问。1.本人女，本科双非一本，硕士985文科，最理想就业方向是进入体制，公务员、事业单位，国企，高校均可。2.目前定向选调待签约，苏南三线城市市直，下基层两年回原单位，发展、待遇不错，符合个人职业规划，自己很向往，也是很多人都看好的一份工作。3.和男票在内陆省会二线城市读书，男票已就业落户买房，各方面发展都不错，不接受异地也不能陪我去别的城市，除此之外对我一流好（今早刚刚大吵一架，突然感觉不香了），也许这就是成年人的爱情吧，总要有权衡和取舍。其实我也想留在这个城市。但现在就业情况不佳，股份制银行省分管培offer一个（待遇未谈），民企offer一个（待遇一般，税前11w）。此外一家国企在推进，人行省分行笔试通过，1:5进面，拿offer机会不大。国考上岸可能性也不大，竞争过于激烈了。也许只能等待接下来的省考和国企、事业单位招聘了。三线还是二线，爱情还是面包？真的太南了。各位帮帮我吧（哭出声）。,2019-11-30 23:55:00,"(happiness,0.4),(frustration,0.3),(confusion,0.2),(exasperation,0.1)"
48,4367265698900779,【格力待嫁，谁来接盘？】两年过去了，这场投资似乎并没有带来预料中的效益，反而让董明珠面临巨大的压力。但在清华大学全球产业研究院副院长朱恒源看来，投资人愿赌服输，使得市场机制得以形成，经过长期的博弈，最终筛选出有企业家精神、有创新能力的人，成了资源配置的决定者。这在民企中可以做到，但对于负有国有资产保值增值责任的国企而言，一场失败的投资，很容易就背负上“让国有资产流失”的罪名。因此，国有企业股份能不能在市场中进行公平交易，是这一轮国企改革的一大看点。O格力待嫁，谁来接盘？,2019-05-01 22:25:00,"(urgency,0.4),(worry,0.3),(caution,0.2),(ambition,0.1)"
49,4371972370397952,【张思平：民企融资难何解？深化国企改革是根本之策】要保证国有企业和民营企业在市场中的平等竞争地位，建立公平竞争...O网页链接,2019-05-14 22:08:00,"(positive,0.7),(determined,0.3),(fairness,0.2),(competition,0.1)"
50,4368701543919847,对于问题的解决，不管是质量问题还是交付问题，外资企业与民营企业往往有很大的不同。外企讲究团队合作，生产贡献执行的分析，设备贡献设备的失效，过程技术贡献工艺的稳定，质量奉献质量的方法而大多数民营企业依赖英雄，靠一个大咖或专家指哪打哪。外企问题的解决会追求流程的优化和固化；而民企更多的是追求“搞掂”，搞掂客户，产品修好，设备恢复等因此，外企的精英到民企往往出水土问题，究其原因，老板对他的期望是救世英雄，而事实上他发现无论从流程、资源、配合以及执行上，都无法支撑。团队合作时的龙凤，单兵作战时则短时间内回天乏力。,2019-05-05 21:31:00,"(frustration,0.8),(disappointment,0.4),(confusion,0.3),(hopelessness,0.2)"
51,4370485309820902,二本文科出来能去哪里？中小民企为主。据我观察，单价低于1.5万的地级市或少数大城市，例如长沙重庆西安郊区，大部分地级市，一般民企里的本科生，两口子有能力购房。超过2.5万，就非常难了。华东地区的大城市，靠在一般民企里的工资，买房是不太现实的。所以，安徽苏北小城市出来的青年人，不要太迷恋什么文凭不文凭的，除了985，其他不值得。一般家庭的父母的要看清市场经济规律，不要以为会刷题就是知识。如果孩子实在不是读武大华科的料，就不要逼儿子了，早点出来学技术。学技术也要看清楚门道，尽可能贴近服务业。水电，装修，排水，炒菜，修车，家教等，永远有前途，永远不失业。有上进心的，还有机会成为队长，年入几十万是完全可能的。不要鄙视体力劳动，不要再迷恋所谓的二本了，要时时刻刻看到消费者的需求。,2019-05-10 19:39:00,"(hope,0.4),(pragmatism,0.3),(caution,0.2),(ambition,0.1)"
52,4371207043710416,目前更加现实的问题是，接下来一年半到两年，怎么做？以目前的外汇储备，一般消费者不会有什么影响，物价也能保持基本平稳。挑战是，如何进一步保持稳中向好的经济预期。可以预计的是，1，少量外资台资企业，会另外选址布局。2，出口订单有些下滑。3，对美出口的剩余产能，向其他市场延伸，例如欧美市场，日韩市场，内地市场，导致原本已经激烈的出口竞争，更加激烈。4，员工转岗问题。5，外汇股市等等重中之重，是就业。1，基建还是要上。这是维持就业水平的最简单办法。2，全面改善民企的利润率，让他们赚点钱，多招点人。3，增加居民收入，降低个税，扩大内需。4，对于民间自发经济，网开一面，暂时不大动，例如淘宝，微商。千方百计，稳住经济活跃度。,2019-05-12 19:27:00,"(happiness,0.4),(glad,0.3),(welcome,0.2)"
53,4444763174292331,【9家广东民企去年营收超千亿】日前，广东省工商联连续第四年公布了“2019广东省百强民营企业”榜单。榜单显示，2018年度营收超千亿的民企有9家，与上一年持平；营收超200亿民企有57家。值得注意的是，今年入榜企业的营收门槛首次超百亿元。O9家广东民企去年营收超千亿,2019-12-01 18:53:00,"(joy,0.5),(surprise,0.3),(pride,0.2)"
