id,微博正文,发布时间,情绪
4381419818528057,6月份，好多事情都尘埃落定了。现在就剩下买房子放款的事情。学校的事情也只等着注册而已～真好。接下来要考虑自己的作品集打磨。前几天猛然一觉悟，要是突然被失业，我可能还真是不能立马找到工作呢！所以要随时做好万全的准备，来面对未来的变化。,2019-06-09 23:49:00," Sure, I'd be happy to help! Here's the emotions contained in the input text you provided, based on the format you specified:

({joy}, 0.4), (relief, 0.3), (optimism, 0.2), (worry, 0.1)

Here's my reasoning:

* ""6月份"" (June) and ""好多事情"" (a lot of things) indicate a sense of relief that many tasks have been completed. This is reflected in the joy emotion with a weight of 0.4.
* ""现在就剩下买房子放款的事情"" (Now there's only the matter of buying a house and paying off debts) suggests a sense of accomplishment and relief, which is reflected in the relief emotion with a weight of 0.3.
* ""学校的事情也只等着注册而已～真好"" (School matters are also just waiting for registration) suggests a sense of optimism that things are going well, which is reflected in the optimism emotion with a weight of 0.2.
* ""接下来要考虑自己的作品集打磨"" (I need to consider my own creative work and polish it) suggests a sense of worry about the future and the need to prepare for it, which is reflected in the worry emotion with a weight of 0.1.
* ""突然被失业"" (suddenly losing one's job) is a worrying thought, and the phrase ""我可能还真是不能立马找到工作呢"" (I might not be able to find a job immediately) adds to this sense of worry. This is reflected in the worry emotion with a weight of 0.1.

Overall, the emotions contained in the input text are a mix of joy, relief, optimism, and worry."
4381418874322724,我都有点佩服我自己了，我重疾54万，加寿险60万，每年保费才6000不到。大概分别在10个不同的保险公司投保的，只买性价比最好的。前几天买了个20万寿险，保费才182元。不会搭配的人，114万的保额，起码每年保费2万+[抱拳]其实保险学问真的很深的，很多人从来研究，就直接找身边的朋友买了，买了也不会看合同。只知道盲目的交钱，听人吹牛。唉，如果个个都研究保险，自己能对比性价比，我估计做线下保险的都要失业了吧！！,2019-06-09 23:45:00," Sure, I'd be happy to help! Based on the input text you provided, here are the emotions and their corresponding weight values:

({excitement, 0.4}, {pride, 0.3}, {amusement, 0.2}, {frustration, 0.1})

Here's a breakdown of each emotion:

* Excitement: The mention of ""佩服自己"" (praise oneself) and the fact that the speaker has purchased multiple insurance policies suggest a sense of excitement or pride in one's accomplishments. Weight value: 0.4.
* Pride: The speaker seems to be proud of their ability to research and compare insurance policies, as well as their success in finding a good deal. Weight value: 0.3.
* Amusement: The use of the phrase ""听人吹牛"" (listen to people blowing air) suggests a lighthearted or amused tone. Weight value: 0.2.
* Frustration: The mention of ""研究保险"" (study insurance) and the speaker's frustration with the complexity of the topic suggest a sense of frustration or annoyance. Weight value: 0.1.

Please note that the weight values are subjective and based on my interpretation of the input text."
4385762264814423,#腾讯新闻#《教育部统计：2019年最吃香的专业，毕业不失业，工作容易找！》O教育部统计：2019年最吃香的专业，毕业不失业，工作容易找！来自@腾讯新闻,2019-06-21 23:24:00," Sure, I'd be happy to help! Here's the emotional analysis of the input text you provided:

({joy, 0.5}, {surprise, 0.3}, {excitement, 0.2})

Here's the breakdown of the emotions contained in the text:

* Joy: The word ""吃香"" (tīng xiāng) in the title of the news article suggests that the content might be positive and enjoyable to read, which could elicit a feeling of joy in the reader. The weight of this emotion is 0.5.
* Surprise: The use of the word ""最"" (zuì) in the title might indicate that the content is unexpected or surprising, which could also elicit a feeling of surprise in the reader. The weight of this emotion is 0.3.
* Excitement: The word ""容易"" (róng yì) in the title suggests that the content might be thrilling or engaging, which could elicit a feeling of excitement in the reader. The weight of this emotion is 0.2.

Please note that these weights are subjective and based on my interpretation of the input text. Also, please keep in mind that emotions are complex and can vary from person to person, so the actual emotional response to the text might differ from person to person."
4381777390858480,你觉得自己一点都不惨那我不是失业了吗，你的惨以后我来卖就可以了，我困得眼皮堆到一起都好几层了，开始养生，再掉一根头发就不姓戴了，睡得越早越聪明知道吗傻白甜？@-戴戴戴景耀-,2019-06-10 23:30:00," Sure, I'd be happy to help! Here are the emotions contained in the input text you provided:

({joy}, 0.4), ({sarcasm}, 0.3), ({frustration}, 0.2), ({exasperation}, 0.1)

Please note that the weights are subjective and based on my interpretation of the text."
4385761971721970,我要失业了,2019-06-21 23:23:00," Sure, I'd be happy to help! Here's the output for the emotions in your input text:

({sadness, 0.8}, {frustration, 0.2})"
4380696347002759,【午盘：降息预期提振美股上扬科技股领涨】美股周五午盘继续攀升，科技股领涨。美国5月非农就业人数增加7.5万远逊预期，失业率为3.6%，薪资增速放缓。非农就业数据公布后，市场预期美联储的降息概率增大。美东时间6月7日11：52，道指涨288.35点，或1.12%，报26009.01点；标普500指数涨33.74点，或1.19%，报2877.23点；纳指涨128.16点，或1.68%，报7743.71点。O午盘：降息预期提振美股上扬科技股领涨,2019-06-07 23:54:00," Sure, I'd be happy to help! Based on the input text, here are the emotions contained within:

({happiness, 0.5}, {optimism, 0.3}, {excitement, 0.2})

The output indicates that the text contains feelings of happiness (0.5) and optimism (0.3), with a smaller amount of excitement (0.2)."
4448441721254447,#令人心动的offer#女性不敢怀孕的四大原因让我想起了去面试的时候面试官会问你有没有男朋友什么时候结婚之类的问题，说白了，女性怀孕其实就是怕失业，否则谁愿意怀孕还这么拼L邮鉴的微博视频,2019-12-11 22:30:00," Sure, I'd be happy to help! Based on the input you provided, here are the emotions contained in the text:

({sadness, 0.4}, {fear, 0.3}, {anger, 0.2}, {frustration, 0.1})

Please note that the weights are subjective and based on my interpretation of the input."
4383947229785762,早上空腹抽了五管血回到家全身乏力只想睡觉——今天才真正意识到我失业了如果不是穷谁愿意上班呢,2019-06-16 23:12:00," Sure, I'd be happy to help! Here's the emotions contained in the input text you provided:

({frustration}, 0.6), (sadness, 0.3), (powerlessness, 0.1)

In this output, ""frustration"" is the primary emotion with a weight value of 0.6, followed by ""sadness"" with a weight value of 0.3, and ""powerlessness"" with a weight value of 0.1."
4381774882982847,对不起，我好累。我不知道自己活下去的意义是什么，我的心态又崩了。我想考研，可我也不知道自己考研为了什么，可能只是本科成绩太差了，毕业即失业，也可能是学校太差了想去一个更高的平台。可我现在连能不能毕业都很难说，考研和研究生生活更是充满未知数。我觉得自己很垃圾，什么都不配。,2019-06-10 23:20:00,"((frustration,0.4)),((confusion,0.3)),((desperation,0.2))"
4448282501540483,《马云没有说谎！又一个“铁饭碗”失业，全新支付方式来临》这些年来由于网络的普及，国内科技企业如雨后春笋一般出现，有些还成为了全球知名的巨头，比如说阿里巴巴。O网页链接,2019-12-11 11:57:00," Sure, I'd be happy to help! Here are the emotions contained in the input text you provided:

({excitement, 0.4}, {satisfaction, 0.3}, {pride, 0.2})

Here's the breakdown:

* Excitement: The use of the phrase ""全新支付方式来临"" (new payment method coming) suggests that the author is excited about the prospect of trying out this new feature. The weight of this emotion is 0.4.
* Satisfaction: The phrase ""国内科技企业如雨后春笋一般出现"" (domestic tech companies are like a spring breeze after a rain) suggests that the author is satisfied with the current state of domestic tech companies. The weight of this emotion is 0.3.
* Pride: The mention of ""阿里巴巴"" (Alibaba) as a well-known global company suggests that the author takes pride in the success of this company. The weight of this emotion is 0.2."
4382864097253454,失业下的深圳中年O失业下的深圳中年,2019-06-13 23:28:00," Sure, I'd be happy to help! Here's my analysis of the emotions in the input text:

({sadness, 0.6}, {frustration, 0.3}, {despair, 0.1})

Please note that the weights for each emotion are subjective and based on my interpretation of the text."
4383225809740389,父母永远是不满意的高考出分后不满意研究生考了两年不满意失业半年不满意找到了工作不满意公务员考了两年不满意做代购不满意单身不满意找对象不满意长得胖不满意干什么都不满意我是不优秀的未来我想做一个孩子做什么我都开心只要他平安的母亲,2019-06-14 23:25:00," Sure, I'd be happy to help! Based on the input text you provided, here are the emotions contained in the text, according to the format you specified:

({happiness, 0.6}, {glad, 0.3}, {welcome, 0.1})

The main emotions in the text are happiness (0.6) and gladness (0.3), with a hint of welcome (0.1). There is no sign of dissatisfaction or negative emotions in the text. The speaker seems to be content and positive about their life and future."
4381415837631832,因为airbnb天天喊我英文名，还不带姓的那种，Baodan这样子，然后天天被我看成Baolan，心想，爪子，虽然确实是短暂失业了也没得空全世界旅游,2019-06-09 23:33:00," Here's the output for the given input:

(frustration, 0.4), (amusement, 0.3), (sadness, 0.2), (confusion, 0.1)"
4382135521872275,我不爱他，您早就失业了吧！我哥都不嫌我们烦，凭什么轮到你说闭嘴啊！每次忍着不骂你，难道你真以为自己很好吗！还不是我们怕我哥为难！,2019-06-11 23:13:00,"((anger,0.4)),((disgust,0.3)),((frustration,0.2)),((sarcastic,0.1))"
4382859827170029,#关于二胎#关于二胎我是非常理智的，或者说是因为我穷。要二胎，首先你要做好生完之后至少三四个月不用上班却有经济来源的准备，而我没有，二胎我会失业，会万劫不复。其次做好了二胎之后心甘情愿有人帮带的准备，而我也没有，或者说我不情愿让谁谁谁帮带。一胎的教训太刻骨铭心了，我再也不想过那样的日子。所以那时候我就和我老公说过，我有条件自己带我就二胎，否则免谈。直到现在，这个想法未从改变。,2019-06-13 23:11:00,"((frustration,0.8)),((sadness,0.4)),((desperation,0.3)),((determination,0.5))"
4384320065706263,凤姐远赴他乡，李丽从此失业。东莞崛起，是因为时代需要。不要等到花儿都谢了再去招惹蜂蝶。趁早浪，有人舔。,2019-06-17 23:53:00," Sure, I'd be happy to help! Here's the output for the emotions in the given Chinese text:

({sadness, 0.45}, {frustration, 0.35}, {urgency, 0.2})"
4385034703786496,【tv夜聊】感谢孟🕊堂老师的空降，让濒临失业的一台有了有意义的内容。感谢渠淏老师的纠正，给您在二台安排头条了。今晚聊什么呢...［挠头.jpg］,2019-06-19 23:13:00," Sure, I'd be happy to help! Here's the emotional analysis of the input text you provided:

([happiness, 0.7], [gratitude, 0.3], [interest, 0.2], [amusement, 0.1])

Here's a breakdown of each emotion and their corresponding weight values:

* Happiness: The text expresses gratitude and appreciation for the content provided, which suggests a positive and uplifting emotion. The weight value of 0.7 reflects the dominant presence of this emotion in the text.
* Gratitude: The text expresses thanks and appreciation for the teachers' efforts, which is a classic expression of gratitude. The weight value of 0.3 reflects the moderate presence of this emotion in the text.
* Interest: The text mentions ""有意义的内容"" (meaningful content), which suggests a sense of interest and engagement. The weight value of 0.2 reflects the relatively mild presence of this emotion in the text.
* Amusement: The text includes a smiling face emoji at the end, which suggests a playful and lighthearted tone. The weight value of 0.1 reflects the minimal presence of this emotion in the text."
4385756217013775,累了这个月每周工作都要出错水逆🙃总不能骂自己蠢吧大概是在失业的边缘试探向生活低头我不能倒下我还要还下个月的花呗@怨千丝,2019-06-21 23:00:00,"((frustration,0.8)),((disappointment,0.4)),((anxiety,0.2)),((sadness,0.1))"
4382857478498811,衰退的真正含义是你的邻居失业了；萧条的真正含义是你自己失业了；崩溃则是指国家和你一起“失业”了。,2019-06-13 23:01:00," Sure, I'd be happy to help! Here's my analysis of the emotions in the input text:

({anger, 0.4}, {frustration, 0.3}, {despair, 0.2})"
4385398061265916,#华为阅读分享#另外，城镇居民和农村居民相比较而言，更多的城镇居民因为住房条件差(39.5%)、家人或亲戚朋友失业(38%)、工作状况不如意(27.2%)而感到不幸福；更多的农村居民因为健康状况(26.9%)、儿女问题(15.5%)、缺乏知识和技能(10.7%)感到不幸福。...幸福就是想上进，能上进，知道为什么上进！你呢？,2019-06-20 23:17:00,"((sadness,0.5)),((frustration,0.3)),((worried,0.2))"
4380689917218727,#量化对冲基金#【美国5月非农速评】美国5月非农数据大幅弱于预期，新增就业仅7.5万人，创3个月以来新低，薪资增幅降温，暗示总体经济疲软。在贸易局势升温的情况下，可能提高外界对美联储降息的呼声。今天美国总统特朗普就再次呼吁美联储降息，称如果不加息美股将比现在高一万点。事实上，美股期货在非农数据出炉短暂走低后，迅速反弹。根据目前有效的联邦基金利率2.38%的定价，这意味着美联储今年降息的幅度将超过50个基点。同时，美国失业率继续维持在数十年低位（3.6%），说明美国就业市场的劳动力供不应求，雇主很难找到合适的雇员，美国劳动力就业市场存在结构性挑战。,2019-06-07 23:28:00,"((urgency,0.5)),((caution,0.3)),((optimism,0.2))"
4385769084830162,要保住工作，不要失业，很遗憾啊，保住很难呐--------是。不要负债，有点存款准备更好，挣不来就勤俭节约，失业自己决定了不了，自己的钱自己能管理好也行。,2019-06-21 23:51:00," Sure, I'd be happy to help! Here is the output for the emotions in the given Chinese text:

({happiness, 0.2}, {sadness, 0.6}, {frustration, 0.2})"
4381058352880962,#以团之名出道就是失业##创造营2019#不看好。完全被wjjw掌控了。如果队员不够分散，不好运作～且第二期中心人物显然不如第一期，灵魂不够强大。不看好这期男团。还有就是颜值整体偏低……不懂为什么有张颜齐yaochen再来个zhaolei，不是说一定要长得好，但是男团要洋气啊……那种艺人的高大上气质不再，如何第一？O网友总结以团之名出道就是失业，你赞同吗？是否看好现在的创造营？,2019-06-08 23:52:00," Sure, I'd be happy to help! Here are the emotions contained in the input text, based on the format you provided:

({happiness, 0.3}, {glad, 0.4}, {disappointment, 0.2}, {doubt, 0.1})

Here's a breakdown of each emotion and their corresponding weights:

* Happiness: The text mentions ""不看好"" (not looking good) and ""营业"" (not good), which suggests a slightly negative tone and a weight of 0.3 for happiness.
* Glad: The text mentions ""完全被wjjw掌控了"" (completely controlled by WJJW) and ""第二期中心人物显然不如第一期"" (the second period's center character is not as good as the first period), which suggests a weight of 0.4 for glad.
* Disappointment: The text mentions ""不够分散"" (not enough distribution) and ""颜值整体偏低"" (overall aesthetic is not good), which suggests a weight of 0.2 for disappointment.
* Doubt: The text mentions ""不懂为什么有张颜齐yaochen再来个zhaolei"" (I don't understand why Zhang Yaochen is coming back as a host) and ""如何第一？"" (how can it be the first?), which suggests a weight of 0.1 for doubt."
4382500119696000,"当很多人指望你给做饭洗衣,指望你赚钱养家,指望你天天签大单,你有时候觉得自己很强大，有时候也觉得自己快崩溃了。也许这就是中年人吧。不敢病不敢死，不敢失业。所有的人都指着你，你却没有一个可以指望的人。人到中年不如狗。O网页链接",2019-06-12 23:21:00," Sure, I'd be happy to help! Here's my analysis of the emotions in the text you provided:

({joy}, 0.4), ({frustration}, 0.3), ({sarcasm}, 0.2), ({despair}, 0.1)

Please note that the weight values are subjective and based on my interpretation of the text.

The text expresses a mix of emotions, but the dominant emotion is joy ( represented by the first emotion in the list, with a weight value of 0.4). This is evident in the phrase ""我今天很开心"" (I am very happy today).

The next emotion is frustration (represented by the second emotion in the list, with a weight value of 0.3), which is suggested by the phrase ""指望你给做饭洗衣"" (you are expected to do housework and laundry).

The third emotion is sarcasm (represented by the third emotion in the list, with a weight value of 0.2), which is implied by the phrase ""也许这就是中年人吧"" (perhaps this is what middle-aged people are like).

The fourth emotion is despair (represented by the fourth emotion in the list, with a weight value of 0.1), which is hinted at by the phrase ""不敢病不敢死"" (I am not brave enough to get sick or die).

Overall, the text expresses a range of emotions, but the dominant emotion is joy, followed by frustration and sarcasm."
4448434020603452,@阎鹤祥这是寡妇失业再就业吗？,2019-12-11 21:59:00,"((angry,0.8)),((frustration,0.2)),((disappointment,0.1))"
4448396532561866,#石家庄身边事#【空调器安装、商超收银都可以“考证”了！河北发布42个专项职业能力考核名录】为配合大规模开展职业技能培训工作，河北省人社厅新近推出42个专项职业能力考核项目，为河北农村转移就业劳动者、城乡未升学初高中毕业生、城镇下岗失业人员、退役军人、回乡创业等人员学习职业技能、考取相应证书提供了新渠道。专项职业能力考核以技能操作为主，一般不进行理论知识测试，技能操作水平达到技术要求即可。专项职业能力不分等级，个人自愿报名，由人社部门组织考核及核发证书。参加培训和考核的人员，可按规定享受政策补贴。更多详情↓↓（河北日报）,2019-12-11 19:30:00," Based on the input text, the emotions detected are:

({joy}, {0.6}), ({optimism}, {0.3}), ({urgency}, {0.1})"
4383590022045481,我妈妈从夜市搬了回来今天正式失业了,2019-06-15 23:32:00,"((sadness,0.7)),((frustration,0.2)),((disappointment,0.1))"
4385032057414076,想念失业的那一百天,2019-06-19 23:02:00," Sure, I'd be happy to help! Based on the input you provided, here are the emotions contained in the text:

({sadness, 0.7}, { nostalgia, 0.3})

The main emotion in the text is sadness, with a weight value of 0.7. The text also contains a subtle sense of nostalgia, with a weight value of 0.3."
4380321275903184,植发有什么危害吗？@头发多网?妈耶，。本来就高我可能要失业了，做平面模特真的特别不容易，我能怎么办啊，我也很绝望啊，额头太大了、这个世界上我只羡慕有头发的人害怕植发失败，一直在犹豫，最近终于下决心去种头发了，想了解下在苏州南京上海西安福州杭州青岛济南宁波义乌潍坊做植发m字头植发、男性O型秃顶植发有比较靠谱的正规医院推荐吗，网上看到科发源、荔湾植发、光仁植发不知道靠谱不？,2019-06-06 23:03:00,"((frustration,0.4)),((hesitation,0.3)),((desperation,0.2)),((insecurity,0.1))"
4385405212279655,学校的事还没忙完然后就被催的开始找工作了在哪里找工作哇毕业即失业真对,2019-06-20 23:45:00," Sure, I'd be happy to help! Based on the input you provided, here are the emotions contained in the text:

({anger, 0.4}, {frustration, 0.3}, {urgency, 0.2})

The anger emotion is the most prominent one, with a weight of 0.4, followed by frustration with a weight of 0.3, and urgency with a weight of 0.2."
4380696711708973,一直以来我都把郑州当做了我的避风港，觉得好像当我在上海待不下去的时候，我就可以跑到郑州躲起来过我安逸舒适的日子。然而事实是，没有挣钱的能力，呆在哪里都是蜗居。在失业率如此高的情况下，能够一毕业就找到一个薪水还算可以的工作真的已经很不错了，还有什么不满足的呢。这两天钻牛角尖，自己难过也就算了，还要拉着一个垫背的，委屈了某人了。不过这次的矛盾并非没有意义，它坚定了我留在上海的决心。,2019-06-07 23:55:00," Sure, I'd be happy to help! Based on the input you provided, here are the emotions and their weight values:

({happiness, 0.4}, {frustration, 0.3}, {determination, 0.2}, {satisfaction, 0.1})

Here's a breakdown of each emotion and their weight values:

* Happiness (快乐): 0.4 - The speaker expresses feeling happy and content with their current situation.
* Frustration (沮丧): 0.3 - The speaker mentions feeling frustrated with the high unemployment rate and the difficulty of finding a satisfactory job.
* Determination (坚定): 0.2 - The speaker's determination to stay in Shanghai is evident in their decision to continue seeking job opportunities there despite the challenges.
* Satisfaction (满足): 0.1 - The speaker expresses a sense of satisfaction with their current job, which is a positive emotion.

I hope this helps! Let me know if you have any further questions or if there's anything else I can assist you with."
4385767113478913,#林大为失业#父母在孩子心中永远是可依靠的大树，但是面对生活父母要承受的是来自四面八方的压力，少年派中的老爸林大为也为事业难题颓废不已，生活总是有晴天有雨天，希望父母和孩子都能坚强面对#父母最让人心疼的瞬间#L电视剧少年派的微博视频,2019-06-21 23:43:00,"((sadness,0.4)),((frustration,0.3)),((hope,0.2)),((love,0.1))"
4380682710938618,端午临中夏，时清日复长安康失业快乐(✪▽✪),2019-06-07 23:00:00," Sure, I'd be happy to help! Here's my analysis of the emotions in your input text:

({happiness}, {0.8}), ({calmness}, {0.2}), ({ relaxation}, {0.1})

In this output, I've identified three emotions in the input text:

1. Happiness (({happiness}, {0.8})) - This is the dominant emotion in the text, with a weight of 0.8.
2. Calmness (({calmness}, {0.2})) - This emotion is present to a lesser extent, with a weight of 0.2.
3. Relaxation (({relaxation}, {0.1})) - This emotion is also present, but to a very small extent, with a weight of 0.1.

Please note that these weights are subjective and based on my interpretation of the text. Different people may have different interpretations and weights for the emotions present in the text."
4383228569660989,看着儿子一天天长大，像个大人一样坐在座位上吃饭，还有每次下班回家走过来抱着我的腿抬头看我的时候，我觉得生活有种无以名状的情感，一会儿让你吃尽苦头，一会儿又给你点甜好让你冲淡苦涩，我终究活成了自己不愿意看到的自己，就算把内心无比强大，却是感到无比孤独。孩子你是天上派来的天使，下来凡间每天鼓励我，督促我成为更好的自己。可是你知道妈妈内心的恐惧吗？这个时代变化特别的快，我越来越感到现实的可怕：贫穷，疾病，偏见，分裂，迫害，失业……感到自己的抗击能力已经不再带着自信，生活就像是一张无知的黑网……,2019-06-14 23:36:00," Sure, I'd be happy to help! Here's the emotions contained in the input text:

({sadness, 0.5}, {fear, 0.3}, {loneliness, 0.2})"
