编号,id,微博正文,发布时间,情绪
11,4378521490832752,#GoodOmens#看了一半，感觉是DW再就业现场天使与恶魔好磕,2019-06-01 23:52:00,"(positive,0.7),(amusement,0.3),(surprise,0.2)"
12,4356411859360448,💎轻松公益用“互联网+公益”模式助力“妈妈制造非遗扶贫”项目，该项目通过建立妈妈制造合作社的方式，扶持手工艺人居家就业，帮助他们通过手艺提高收入，改善生活状况，缓解空巢老人、留守儿童等社会问题。互联网时代下的“非遗”扶贫轻松筹·轻松公益携手妇基会帮扶困难“手艺人”_央广网央广网公益>公益资讯互联网时代下的“非遗”扶贫轻松筹·轻松公益携手妇基会帮扶困难“手艺人”2019-03-2916:57:00来源：北国网近日，轻松筹·轻松公益与中国妇女发展基金会达成公O互联网时代下的“非遗”扶贫轻松筹·轻松公益携手妇基会帮扶困难“手艺人”,2019-04-01 23:36:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
13,4352426024283458,#延后女性退休年龄#说实在的，女性真的不容易，按传统观念来说，女性更适合照顾家，女性过50岁之后应为更年期的原因，身体和情绪各方面都不能保障，如果再从事繁重的体力劳动对于她们来说无非是雪上加霜，所以主要的劳动力还是由男性承担，女性应该干一些力力所能及的工作能50周岁退休就是最好的归宿；一旦延迟退休，本身现如今就业压力大，很多新毕业大学生找工作就困难。如果真的延迟退休，那么老年人下不来，年轻人还无法就业，还会有人坚持缴纳养老保险吗？再一个，如果实施延迟退休，是不是意味着我们养老保险缴费年限也随之延长呢？延迟退休，还有很多问题尚待解决，我相信一定会给大家一个满意答复。因为我们缴纳养老保险就是希望自己老年生活有个保障，如果生存不下去了，又该如何选择呢？现如今生活真的非常不容易，尤其是工作在一线岗位的工作人员。我们就说女性，谁都不可能光顾着赚钱，还需要照顾家里人，照顾孩子上学，各方面都需要照顾到。如果让她们一下子延长到60周岁，真的很难接受。现在45岁以上就很难找工作了，更别提60岁以后了。所以我们女工人不要太着急，别担心延迟退休，一定会给我们一个满意答复。换句话说，谁家没有女性呢？所以女性真的不适合延迟退休了，现在的退休年龄刚刚好，退休后可以保障家庭，帮年轻人带孩子，保障年轻人更好的就业，所以女性在社会中也有着非常重要的地位，我觉得女性退休年龄不能改变，不知道大家会同意吗？,2019-03-21 23:38:00,
14,4352418777349848,包就业，包创业！UYOGA深圳尤伽学院培训课程2019.5.6-5.31RYT200小时(流瑜伽和阴瑜伽)2019.11.11-11.29&2020.3.2-3.20RYT300小时(流瑜伽和阴瑜伽)L深圳瑜伽圈DL的秒拍视频,2019-03-21 23:09:00,"(joy,0.6),(excitement,0.3),(passion,0.1)"
15,4356776293976519,#代刷网课#【网课代看】-超星学习通代看-知到智慧树代看-高校邦网课代看-智慧职教云代看-优学院网课代看-新锦成网课代看-学堂云3.0网课代看-中国大学网课代看-明华在线网课代看-好大学网课代看-聚匠云网课代看-至善网网课代看-创就业云课堂代看🔻下单后2-5天看完一个账号由代看门数决定，最迟5天（答题+包考试、分数95+、无不良）,2019-04-02 23:44:00,"(urgency,0.8),(excitement,0.2),(curiosity,0.1),(predictability,0.1),(satisfaction,0.1)"
16,4353515469755796,经过这几天和儿子的沟通，刚才他给我说要放弃体育训练，其实心里也挺矛盾，不放弃吧觉得万一专业课过不了呢？锻炼还影响学习，即便都过了将来就业也是个问题。放弃吧又觉得吧孩子还是挺喜欢体育。希望这个决定是正确的。🙏,2019-03-24 23:47:00,"(hesitation,0.4),(worry,0.3),(conflict,0.2),(hope,0.1)"
17,4355329510593544,时间好快距离这些都已经一年了一年里我掌握了哪些东西呢我问自己没有特别确定的答复上午的时候偷偷从后门溜出去去看春招没有简历什么也没准备毕竟才大三所以看春招的心情和大四会不一样吧开始没有特别细看周围的那些单位看了一会儿有人来问我的情况我才开始认真起来问了一些有的没的因为没有没由来的担心也不太紧张我对完全陌生的人一向表现很好挑不出错误有几家单位竟然很对我口味一个月四千多一点可能有绩效之类的东西现在这个阶段我是还比较可以接受的有一家和阅读有关的机构我很喜欢还有招审计会计之类的也对口有时间的话可以约了去实习hr不太为难人我觉得交谈顺畅就业也没想象中那么可怕回来睡了一觉没睡够就批评自己没什么要想太多的先做完一事再做另一件那家我喜欢的机构确实挺好我擅长而且合适但是还不够好那是我的梦想但不一定是我的理想我们学校没有特别牛逼的大企业来招聘我得承认这一点有几家特好的单位前面围的人超多而且明显比较想要男生这是我第一次感受到职场给女性带来压力,2019-03-29 23:55:00,"(happiness,0.4),(satisfaction,0.3),(relief,0.2),(pressure,0.1)"
18,4354601622717532,"#罗曼史是别册附录#是一部慢热的电视剧，一开始的剧情真的挺玛丽苏的,姐弟恋，已婚妇女再就业的问题，但是到了后面讲到已婚女性在社会再就业的问题，讲到出版社的现实问题，j讲到作家写作的现实问题，真的太扎心了，其实还是蛮有现实意义的。一部现实又温馨的可以治愈的剧，即使剧情没什么大的转折波澜，但是静下心来慢慢观看的话，还是一部值得欣赏的剧。PS：女主真的是属于耐看型的，越看越好看啊。",2019-03-27 23:43:00,"(happiness,0.4),(satisfaction,0.3),(relaxation,0.2),(interest,0.1)"
19,4353514157279032,京津冀三地联手举办招聘会“通武廊”成就业“热土”O网页链接,2019-03-24 23:42:00,
20,4354959237405042,讨厌这个就业老师今天的上课方式下课了听到一个穿白衬衣的男生去问老师，“老师我在我们班被评选为最差的着装，我真的很差吗？”我觉得有点伤害到了一些认真参与的同学（还有个别男生毁我三观...并且使我恐男）今天的宝蓝色衬衣小姐姐真美啊plmm真的是续命良药太爱plmm了人间瑰宝（超想加微信！）（超小声bb的碎碎念）,2019-03-28 23:24:00,"(anger,0.4),(hurt,0.3),(frustration,0.2),(sarcasm,0.1)"
21,4353508511832143,京津冀三地联手举办招聘会“通武廊”成就业“热土”点击可查看更多O网页链接,2019-03-24 23:19:00,"(joy,0.4),(excitement,0.3),(cooperation,0.2)"
22,4357495722547175,贸易战从来都是两败俱伤，没有赢家。国际货币基金组织(IMF)发布的一份报告显示：中美贸易战升级可能将使两国制造业流失，并可能导致就业岗位减少，但不会改变两国的贸易收支总额。IMF在4月世界经济展望中表示，如果将两国贸易的所有商品关税都提升至25%，美国和中国的制造业将蒙受“巨大”损失，因为产能将向墨西哥、加拿大和东亚转移。IMF的报告显示，如果贸易战升级，中国的电子和其他制造业将受到重创，美国的农业将出现大幅萎缩。该组织预测，“两国的大型行业都将大量裁员”。这两个经济体的增长都将失去动力。,2019-04-04 23:23:00,"(unease,0.4),(fear,0.3),(loss,0.2),(avoidance,0.1)"
23,4355685481788424,我们宿舍有个大姐天天来传播负能量天天说你法考过不了你就业怎么办你同时抓考研和法考你一样都过不了你不准备考研那你法考没过你心态要崩我？？？关你屁事啊？天天说真的会让人暴躁吧这什么神仙大姐啊弄得我现在好焦虑,2019-03-30 23:30:00,"(anger,0.8),(frustration,0.4),(confusion,0.2),(sadness,0.1)"
24,4355686953595611,#别拖延，别逃避##今天出推送了吗#day21见了要见的人，更加想去做销售不管生活与时代怎样瞬息万变，从自己变美做起准没有错(>﹏<)明天哇，好好搞实习的事！然后剪头发，约学妹（怕自己学霸+职业规划清晰就业厉害的人设要崩塌）但我就是独一无二的DTT，永远保持一颗真挚与清澈的心，永远向优秀看齐，永远热爱生活,2019-03-30 23:35:00,"(happiness,0.4),(satisfaction,0.3),(determination,0.2),(humor,0.1)"
25,4353518389474559,京津冀三地联手举办招聘会“通武廊”成就业“热土”点击可查看更多O网页链接,2019-03-24 23:58:00,"(excitement,0.4),(cooperation,0.3),(pride,0.2)"
26,4354956633139650,#生育保险和医保合并#我们注意到最近生育保险和职工医疗保险要完成一个合并，当然，这样的一个合并工作会给我们带来一个什么样的影响呢？实际上，确实还是有一定的影响呢，首先作为交费主体来讲，那么之前我们都是参保5种保险，这样一来的话只需要参照4种保险就可以了，相对于交费是比较简便了。那么因为它合并到一起了，所以说对于个人是没有什么实质性的影响的，所以说我们该是怎么样享受，相应的待遇就是怎么样享受相应的待遇，这一点是不受到任何影响的，只不过从交费主体上来讲是有一定的影响，其实最大的影响应该是灵活就业人员，我们都知道灵活就业人员只能够选择交纳医疗保险，但是不能够选择交纳生育保险，所以说对于灵活就业人员来讲，如果想要参保生育保险确实是有一定的麻烦。那么这个生育保险和医疗保险一合并的话，就意味着灵活就业人员在参保医疗保险的同时，实际上他也就享受到这个生育保险的待遇了，所以说对于灵活就业人员来说是一个好消息。因为今后作为灵活就业人员，也可以享受到这个生育保险待遇了。,2019-03-28 23:13:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
27,4354601518607234,在这里，不需要别人知道我是谁。只想把微博当作一个小小的树洞，来接收我一些所谓的烦恼。大四了，就业压力和毕业压力一直压在我心底里。知道自己是个不优秀的女孩，知道自己不优秀，还不努力的毕业狗🐶。舍友纷纷找到工作，她们都有明确的目标，并为之努力奋斗。而我呢，感觉是在混日子。去了几家招聘会吧，感觉可难可难就业了。说白了，还是我白白浪费了四年大学生活，挂了两科考试，但补考那两个字就一直陪在我以后永远的成绩单里，割不掉抹不去。它似乎在嘲笑我，看吧，这就是你不努力。刚上大学那会儿，我也是秉着好好学习的心态想要刻苦四年，但是我的学习方法不对，四级第一次没有考过，还挂了计算机，心中很难受，我哭了。因为感觉平时不怎么努力的同学，都考得比我好。后来，就嫌弃了自己，要不就这样假装学学算了，于是，这种心态伴随了我四年。我终究不是个聪明的人，我必须承认，在这四年级里，我是假装在努力，而不是全心全意去学习。爱看言情小说，爱幻想着自己能有一份可靠的爱情，逃避了很多现实的问题。所以，我的学习成绩就这么差。现在回想起来，也是痛恨悔悟，可我的大学生活即将结束。哦，对了，四年下来，在图书馆借书不超过一百本，这是什么概念，作为一个汉语言文学的学生，我有愧于自己的身份。但现在无济于事了。只是希望自己在察觉自己有了错误之后，可以好好修正过来。能把握得只有今天。过去的二十二年，我不好好珍惜时间，一天没有周详的计划，感觉每天都是浪荡过去。没有收获的一天是最痛苦的。我现在像是一只要经历破茧的蝴蝶，我要转变自己这十几年来的习惯，不是一朝一夕就能改变的。需要花很久的很久的时间，一步一步来。毕竟，习惯也不是一两天就能养成。作为一个文科生，阅读量太少了，所以在跟人交谈的时候，十分不自信。因为肚子里没有墨水，然后也说不出话来，这就尴尬了。所以，在接下来的日子，扩大阅读量真的势在必行。坚持写作，学英语，健身，继续坚持，会有收获的。不怕你是个小白，就怕你停止学习新东西。在这次面试回来的路上，我想了很多，一个把自我介绍说得那么差的人，通过概率的面试应当小吧。我越想越着急，感觉自己做啥干啥都不行，还会想很多很多，话说实在点，我没有勇气去挑战新事物，感觉自己老不行了。我怕我做不好。但现在想狠狠地告诉自己，你要是连自己都觉得不行了，谁还觉得你行。连自己对自己都没有信心，你打算逃避现实一辈子？还是想一辈子蜗居在一个小县城上，过着五六十岁人的生活？这就是你的追求？作为一个年轻人，你的活力呢？你的光芒呢？你的奋斗去哪了？我不允许自己是这样的人，既然想要选择留在大城市，就应该能承受压力与无奈。功绩是一步步汗水一滴滴泪水扛出来的，每个成功人士的背后，都是一部辛酸史血泪史。普通人都是需要付出难以忍受的痛苦，才能过上好一点的生活。加油吧，一辈子说长也长，说短也短。在年轻的时候好好奋斗，好好赚钱。至于爱情，随遇而安吧。遇上喜欢的，就去追，别给自己后悔。没有喜欢的，好好赚钱，好好增值自己，优秀的你，才能等到优秀的他，这一天不会太久的。自己要给自己信心，勇气。想着锻炼自己，而不是在没有做这份工作之前，就觉得自己干啥都不行。不能做一个那么丧的人，而是要做一个酷的女孩。对于第一次不行的事情，那就来第二、第三次，甚至以上。多锻炼自己，多给自己信心，记录每天的小确幸，自己就会收获成功与幸福。学习大v的工作学习生活方法，还有一点就是每天减少无用的社交•ᴗ•，减少刷手机的时间。别把所谓的友情看得太重，有时间倒不如给爸爸妈妈打电话，聊聊天天，增强感情。一定要一定要发展自己的兴趣。坚持看书，写书评，摘抄优美句子，去朗诵，去背，这些东西才是你的。用知识来充实自己，才会过得有滋有味。也要学会看励志电影和运动，做个阳光的女孩！,2019-03-27 23:42:00,"(sadness,0.4),(frustration,0.3),(regret,0.2),(fear,0.1)"
28,4355322737501446,9102年3月29日，今天师兄师姐都毕业了，来实验室跟大家告别，心里有一丝失落，转眼间我就要真正成为一个研三的了，心里很惶恐，升学抑或是就业的脚步越来越近，但总觉得自己做的还不够好，好希望自己能沉下心来慢慢完成这剩下的12个月硕士生涯的任务，希望能不负初心，但也能收获简单的快乐,2019-03-29 23:28:00,"(happiness,0.2),(glad,0.4),(worried,0.3)"
29,4356048830081521,【MOKE】摩可时尚宁波校区生日派对🎉人海之中，有奇迹无数，我们彼此相遇之后，未来的生命就成为了一首五光十色的诗。💖感谢与你们的相遇，让我们表白梦想，收获不一样的你～#晚安##学化妆哪里好？摩可为你打造就业创业体系！##日式美睫##化妆培训##新娘跟妆##摄影后期教程##美甲培训##绍兴学化妆##杭州学化妆##宁波学化妆##嘉兴学化妆##深圳学化妆##半永久##摄影培训##杭州摄影##杭州约拍##都挺好##深圳化妆培训#L摩可时尚学院官博的秒拍视频,2019-03-31 23:33:00,"(joy,0.5),(excitement,0.3),(gratitude,0.2),(creativity,0.1)"
30,4356048514778934,#江苏面试教研#2019年3月31日江苏省泰州市高港区人才引进面试题先是每人作自我介绍然后是无领导小组面试题20分钟思考，3分钟陈述，20分钟讨论材料：1、企业家，白手起家创办企业，纳税大户，就业大户。个人成功后结对扶贫，反馈社会。2、社区民警，坚守岗位，排除危险，保护人民群众安全。3、扶贫干部，坚持驻村，在村子里改造危房水管，并探索出一套旅游+扶贫方法，为村民的致富做出了好成绩。4、消防员，几年间一直在灭火第一线，累计拯救200多名群众生命。5、保洁员，坚守岗位，家里女儿患脑瘫，但她为了不影响工作将女儿带到现场照顾，为创建文明城市做出了贡献。6、高中老师，援藏八年。7、退伍军人，公益协会成员，积极帮助他人，热心公益。问题：选出三个重点扶持对象并论述理由1、抽签确定顺序，依次发表个人观点2、自由讨论3、统一观点,2019-03-31 23:32:00,"(hope,0.4),(determination,0.3),(pride,0.3)"
31,4354242397905117,蔡昉：为什么将就业优先政策置于宏观政策层面点击可查看更多O网页链接,2019-03-26 23:55:00,"(anger,0.4),(frustration,0.3),(confusion,0.2)"
32,4354594525984731,晚上就业指导选修课老师点名上台回答问题(点的都是上节课没来的同学们)，真的好喜欢那个穿红色羽绒服的小学弟，南方的男孩子，说话的那个调调真的爱了！！！太好听了啊，而且好幽默，还好白(呜呜呜哭了)，叫什么武冠宇？？？(好像是的吧，应该没有记错)，小学弟老学姐真的好喜欢你啊,2019-03-27 23:15:00,"(happiness,0.6),(interest,0.3),(fun,0.2),(admiration,0.1)"
33,4354242178990149,蔡昉：为什么将就业优先政策置于宏观政策层面点击可查看更多O网页链接,2019-03-26 23:54:00,"(anger,0.4),(frustration,0.3),(curiosity,0.2)"
34,4354600310310687,【关于社会保险，这些问题你知道吗？】①养老保险断缴3个月清零？不正确。养老保险个人账户会累计记录参保人权益，不存在所谓“清零”情况。②男职工参加生育保险吗？参加。男职工的未就业的配偶，也可享受生育医疗费用待遇。③异地就医直接结算怎么办？先备案-选定点-持卡就医。更多↓//@人民日报:#生育保险和医保合并#...sinaweibo://detail?mblogid=HmRe3dIHW,2019-03-27 23:38:00,"(informativeness,0.5),(curiosity,0.3),(skepticism,0.2)"
35,4353147067038591,80后真的倒霉，我上小学时大家都穷的差不多，我上初中时，有同学家突然变得富贵，我上高中时，大学不贵，我上大学时，学费已经很贵，我大学毕业之前，工作还包分配，我大学毕业之后，却要自寻就业单位，刚工作时，房子还能领，只要排队，当我想买房时，房价一年翻一倍，20岁时我们继承70后的踏实本分老实巴交打工，30多岁时有些人想通了，要创业，却又马上劝自己，这已经是90后的天下了。80后真的是最倒霉吗？70后问60后，为什么不下海经商？80后问70后，为什么不多囤几套房？90后问80后，为什么不投身互联网？00后问90后，怎么还不滚？我们要登场。但是每一代人中的成功者从来不抱怨。,2019-03-23 23:23:00,"(happiness,0.6),(frustration,0.3),(sadness,0.1),(envy,0.1),(pity,0.1)"
36,4353153627192169,我叫夏思军是河南周口太康县张集乡夏楼的农民也是一个残疾人，我也不想流浪街头卖艺了，希望政府帮助农村残疾人就业问题，加强农村的残疾人事业，帮扶残疾就业是最大的问题。政府不重视农村就业的问题，也希望记者都管住农村残疾人就业的问题，第一有工作不出去流浪了，也能帮助家里的生活了。第二残疾人在大街上流浪街头卖艺者希望政府要管理和法管理人，流浪街头卖艺者先调查过后然后可以在大街上表演，第三县镇乡政府加强管理残疾事业，就业的问题。残疾人流浪卖艺也不靠家里了。看到了给我转发转发，谢谢了,2019-03-23 23:49:00,"(happiness,0.4),(frustration,0.3),(hope,0.2),(sadness,0.1)"
37,4357137116985254,没想到会收到如此surprise的礼物哈哈哈哈还没就业就面临失业，我真是,2019-04-03 23:38:00,"(surprise,0.8),(laugh,0.2),(disappointment,0.1)"
38,4355320228442970,#最强辩手#什么是蝴蝶效应，就是如果男人不看Ａ片，那么纸巾就卖不出去，伐木工人就会失业，社会就业压力就会加大，国家金融就会崩溃，世界经济就会陷入危机，金融危机会引发资源掠夺，资源掠夺就要发动侵略，侵略就一定会引发战争，战争会演变成世界大战，最终世界会毁灭，太可怕了。。。吓得我立刻?,2019-03-29 23:18:00,"(anxiety,0.2),(desperation,0.1),(anger,0.1),(sadness,0.1)"
39,4352792187316885,"2019直销+互联网的新趋势你抓住了吗？人生的目标不应该是风平浪静，而是应该造一艘船，乘风破浪勇往直前。每个人都在寻找机会，想改变，想提高收入，其实机会无处不在，但是苦于没有方向，不知道如何下手，请认真阅读此文：随着互联网对经济、社会各个方面的渗透与影响不断深入，越来越多的直销企业开始意识到，树立互联网战略思维，直销行业也顺势而动，逐渐演变出新的宣传和运营模式。自马云在2016年提出“新零售”的构想后，各行各业纷纷开启了线上线下的融合，直销行业开始进入“直销+互联网”时代。互联网直接改变了直销行业的传统业务形态，使直销人员从“推销”跃进到“营销”。直销是一种具有天然网络基因的营销模式。而微信、QQ、微博这些社交媒体，可以扩大营销人员的社交边界，帮助他们更清楚和及时地把握顾客发自内心的需求并提供个性化的服务。一个移动电商的新模式——微直销，把直销的优势和微商的优势结合，不要大单、不要高价、不要囤货，可使直销企业更快地进入消费时代。随着大健康产业的蓬勃发展及“健康中国2030”规划纲要等一系列政策的发布，“健康”消费成为主流消费趋势，直销企业纷纷抢滩大健康产业。据了解，在中国获牌的直销企业中，保健食品、化妆品两项与“美丽经济”相关的品类占据了行业的主导地位。相关数据显示，中国直销市场的规模已经突破了2000亿，未来五年，中国直销市场的体量有望突破3000亿。而保健食品作为直销第一大品类，是市场贡献最大的产品品类，直销群体趋向年轻化。目前，直销队伍中越来越多的70后、80后承担起了群体主导，甚至90后也在参与进来。与此同时，直销市场的消费群体也在发生变化，未来几年，90后、00后这两大新的消费群体将逐渐崛起，他们占据行业消费的比重也会越来越大。他们热衷网络消费，熟悉移动消费，他们喜欢娱乐、时尚，追求个性化、多样化，追求满足自己越来越个性的、自我的消费欲望。更在意产品的质量，朋友的推荐、网络口碑的作用对他们的影响更大。未来五年，在此背景下，带动熟练操作互联网工具的年轻一代消费，已成为企业战略中必不可少的一环，不少直销企业推出了年轻化战略。互联网+直销""的融合带来了销售渠道通而畅，来源清晰，避免假货;消费者变为消费商，提高就业，利国利民;推广健康营养理念，加快健康中国步伐;人才培养培育机制，有效助力强国进程。在生活中，我们每个人都需要消费、健康和创造财富，您要创业实现梦想一根管道胜过千万张工资条。",2019-03-22 23:53:00,"(happiness,0.4),(optimism,0.3),(ambition,0.2),(creativity,0.1)"
40,4354240518556797,蔡昉：为什么将就业优先政策置于宏观政策层面点击可查看更多O网页链接,2019-03-26 23:48:00,"(anger,0.4),(curiosity,0.3),(disappointment,0.2)"
41,4353154339938699,翟博士我谢谢你全家真的，全部抽检我们不用找工作的嘛，老师按着改已经完成得论文（我查重不高，但是我想复习考试啊）怕你我们毕业集体失业嘛，老师精益求精，我们没有查重40%，也知道知网是什么，请让我们安生毕业就业，,2019-03-23 23:52:00,"(gratitude,0.4),(Frustration,0.3),(anxiety,0.2),(urgency,0.1)"
42,4355679663430828,没有就业的人跑出来谈就业的就是耍流氓完全没有实战经历就能分析的头头是道真的希望可以看到那种展现不同职业工作内容的节目这种应该可以帮助很多人选择自己的职业吧,2019-03-30 23:06:00,"(frustration,0.3),(hope,0.2)"
43,4355691789606240,"建筑电工309A培训班新班公开课.4月6日周六14:00AM-17:00PM（评估，考证，动手，实习，就业提高全方位服务，毕业学员基本100%已实现就业，部分优秀学员时薪超过$45.高达$68并已加入工会）学院为学员免费提供课程录像，方便学员连续学习，复习，便于记忆，快速掌握知识要点。加拿大科技学院416-833-7666(Address):Suite408,240DuncanMillRoad,TORONTO,ON.M3B3S6",2019-03-30 23:55:00,"(happiness,0.8),(proud,0.2),(confident,0.1),(informative,0.1)"
44,4356050436347769,老师，可以推荐10个难度中等竞争不是特别激烈的211翻译硕士考研院校吗?O微博问答老师，可以推荐10个难度相对竞争不是很激烈的985院校吗?O微博问答老师，可以介绍一下翻译硕士考研专业的就业前景怎么样吗?O微博问答我是@翻译硕士考研指导，预定我的V+会员将可以看到我至少100篇付费长文100个付费问答100个付费微博价值在6000元左右NOW仅仅需要一元oneday点击立即预定享受我的V＋会员的阅读权限O网页链接,2019-03-31 23:40:00,"(happiness,0.4),(curiosity,0.3),(hope,0.2),(excitement,0.1)"
45,4355684188993767,我后悔几年前被我妈骗到那个小地方去上大学了。就现在就业来看，当时我那个分数，真的可以去一个大城市，选一个一般的专业了。,2019-03-30 23:24:00,"(regret,0.5),(frustration,0.3),(disappointment,0.2)"
46,4353142940409287,据凤凰网报道：在各省离婚结婚比统计中，黑龙江省的离婚结婚比高达63%。这意味着有100对夫妻结婚，就有63对夫妻离婚！专家认为东北地区长期低生育率，是导致离结比长期处于全国榜首这一现象的区域内独特原因之一。低生育率导致东北地区婚龄人口中独生子女比例更高，婚姻包容度降低。还有一种解释认为，经济状况对人们的婚姻选择也有重要影响。近几年东北地区经济增速出现下滑，一方面可能迫使人们背井离乡，寻求更好的就业机会，而这种人口外流很容易造成夫妻分离，导致离婚加剧；另一方面，对那些留守东北的夫妻来说，就业若有困难，收入降低，夫妻双方的矛盾很容易被放大，离婚率升高也是潜在的结果。那些想调剂到北方，尤其是东三省高校读研究生的南方地区的大学生们，可要反复权衡做选择哦！,2019-03-23 23:06:00,"(surprise,0.4),(concern,0.3),(caution,0.2),(sadness,0.1),(surprise,0.4),(concern,0.3),(caution,0.2),(sadness,0.1)"
